"precinct","office","party_detailed","party_simplified","mode","votes","county_name","county_fips","jurisdiction_name","jurisdiction_fips","candidate","district","dataverse","year","stage","state","special","writein","state_po","state_fips","state_cen","state_ic","readme_check"
"Rochester Ward 2","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",31,"STRAFFORD",33017,"ROCHESTER",3301765140,"TULSI GABBARD","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Rochester Ward 3","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",44,"STRAFFORD",33017,"ROCHESTER",3301765140,"TULSI GABBARD","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Rochester Ward 4","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",39,"STRAFFORD",33017,"ROCHESTER",3301765140,"TULSI GABBARD","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Rochester Ward 5","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",38,"STRAFFORD",33017,"ROCHESTER",3301765140,"TULSI GABBARD","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Rochester Ward 6","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",32,"STRAFFORD",33017,"ROCHESTER",3301765140,"TULSI GABBARD","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Rollinsford","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",27,"STRAFFORD",33017,"ROLLINSFORD",3301765540,"TULSI GABBARD","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Somersworth Ward 1","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",28,"STRAFFORD",33017,"SOMERSWORTH",3301769940,"TULSI GABBARD","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Somersworth Ward 2","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",14,"STRAFFORD",33017,"SOMERSWORTH",3301769940,"TULSI GABBARD","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Somersworth Ward 3","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",15,"STRAFFORD",33017,"SOMERSWORTH",3301769940,"TULSI GABBARD","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Somersworth Ward 4","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",17,"STRAFFORD",33017,"SOMERSWORTH",3301769940,"TULSI GABBARD","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Somersworth Ward 5","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",14,"STRAFFORD",33017,"SOMERSWORTH",3301769940,"TULSI GABBARD","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Strafford","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",40,"STRAFFORD",33017,"STRAFFORD",3301773860,"TULSI GABBARD","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Barrington","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"BARRINGTON",3301703460,"BEN GLEIB GLEIBERMAN","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Dover Ward 1","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"DOVER",3301718820,"BEN GLEIB GLEIBERMAN","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Dover Ward 2","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"DOVER",3301718820,"BEN GLEIB GLEIBERMAN","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Dover Ward 3","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"DOVER",3301718820,"BEN GLEIB GLEIBERMAN","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Dover Ward 4","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"DOVER",3301718820,"BEN GLEIB GLEIBERMAN","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Dover Ward 5","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"DOVER",3301718820,"BEN GLEIB GLEIBERMAN","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Dover Ward 6","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"DOVER",3301718820,"BEN GLEIB GLEIBERMAN","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Durham","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"DURHAM",3301719700,"BEN GLEIB GLEIBERMAN","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Farmington","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"FARMINGTON",3301726020,"BEN GLEIB GLEIBERMAN","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Lee","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"LEE",3301741460,"BEN GLEIB GLEIBERMAN","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Madbury","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"MADBURY",3301744820,"BEN GLEIB GLEIBERMAN","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Middleton","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"MIDDLETON",3301747700,"BEN GLEIB GLEIBERMAN","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Milton","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",1,"STRAFFORD",33017,"MILTON",3301748660,"BEN GLEIB GLEIBERMAN","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"New Durham","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"NEW DURHAM",3301751220,"BEN GLEIB GLEIBERMAN","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Rochester Ward 1","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"ROCHESTER",3301765140,"BEN GLEIB GLEIBERMAN","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Rochester Ward 2","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"ROCHESTER",3301765140,"BEN GLEIB GLEIBERMAN","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Rochester Ward 3","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"ROCHESTER",3301765140,"BEN GLEIB GLEIBERMAN","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Rochester Ward 4","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"ROCHESTER",3301765140,"BEN GLEIB GLEIBERMAN","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Rochester Ward 5","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"ROCHESTER",3301765140,"BEN GLEIB GLEIBERMAN","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Rochester Ward 6","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",1,"STRAFFORD",33017,"ROCHESTER",3301765140,"BEN GLEIB GLEIBERMAN","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Rollinsford","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"ROLLINSFORD",3301765540,"BEN GLEIB GLEIBERMAN","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Somersworth Ward 1","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"SOMERSWORTH",3301769940,"BEN GLEIB GLEIBERMAN","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Somersworth Ward 2","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"SOMERSWORTH",3301769940,"BEN GLEIB GLEIBERMAN","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Somersworth Ward 3","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"SOMERSWORTH",3301769940,"BEN GLEIB GLEIBERMAN","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Somersworth Ward 4","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"SOMERSWORTH",3301769940,"BEN GLEIB GLEIBERMAN","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Somersworth Ward 5","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"SOMERSWORTH",3301769940,"BEN GLEIB GLEIBERMAN","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Strafford","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"STRAFFORD",3301773860,"BEN GLEIB GLEIBERMAN","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Barrington","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",1,"STRAFFORD",33017,"BARRINGTON",3301703460,"MARK STEWART GREENSTEIN","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Dover Ward 1","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"DOVER",3301718820,"MARK STEWART GREENSTEIN","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Dover Ward 2","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"DOVER",3301718820,"MARK STEWART GREENSTEIN","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Dover Ward 3","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"DOVER",3301718820,"MARK STEWART GREENSTEIN","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Dover Ward 4","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"DOVER",3301718820,"MARK STEWART GREENSTEIN","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Dover Ward 5","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"DOVER",3301718820,"MARK STEWART GREENSTEIN","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Dover Ward 6","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",2,"STRAFFORD",33017,"DOVER",3301718820,"MARK STEWART GREENSTEIN","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Durham","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",1,"STRAFFORD",33017,"DURHAM",3301719700,"MARK STEWART GREENSTEIN","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Farmington","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"FARMINGTON",3301726020,"MARK STEWART GREENSTEIN","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Lee","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"LEE",3301741460,"MARK STEWART GREENSTEIN","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Madbury","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"MADBURY",3301744820,"MARK STEWART GREENSTEIN","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Middleton","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"MIDDLETON",3301747700,"MARK STEWART GREENSTEIN","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Milton","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"MILTON",3301748660,"MARK STEWART GREENSTEIN","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"New Durham","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"NEW DURHAM",3301751220,"MARK STEWART GREENSTEIN","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Rochester Ward 1","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"ROCHESTER",3301765140,"MARK STEWART GREENSTEIN","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Rochester Ward 2","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"ROCHESTER",3301765140,"MARK STEWART GREENSTEIN","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Rochester Ward 3","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"ROCHESTER",3301765140,"MARK STEWART GREENSTEIN","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Rochester Ward 4","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",1,"STRAFFORD",33017,"ROCHESTER",3301765140,"MARK STEWART GREENSTEIN","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Rochester Ward 5","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"ROCHESTER",3301765140,"MARK STEWART GREENSTEIN","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Rochester Ward 6","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"ROCHESTER",3301765140,"MARK STEWART GREENSTEIN","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Rollinsford","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"ROLLINSFORD",3301765540,"MARK STEWART GREENSTEIN","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Somersworth Ward 1","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"SOMERSWORTH",3301769940,"MARK STEWART GREENSTEIN","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Somersworth Ward 2","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"SOMERSWORTH",3301769940,"MARK STEWART GREENSTEIN","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Somersworth Ward 3","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",1,"STRAFFORD",33017,"SOMERSWORTH",3301769940,"MARK STEWART GREENSTEIN","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Somersworth Ward 4","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"SOMERSWORTH",3301769940,"MARK STEWART GREENSTEIN","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Somersworth Ward 5","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"SOMERSWORTH",3301769940,"MARK STEWART GREENSTEIN","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Strafford","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"STRAFFORD",3301773860,"MARK STEWART GREENSTEIN","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Barrington","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"BARRINGTON",3301703460,"KAMALA HARRIS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Dover Ward 1","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"DOVER",3301718820,"KAMALA HARRIS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Dover Ward 2","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"DOVER",3301718820,"KAMALA HARRIS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Dover Ward 3","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",1,"STRAFFORD",33017,"DOVER",3301718820,"KAMALA HARRIS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Dover Ward 4","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"DOVER",3301718820,"KAMALA HARRIS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Dover Ward 5","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",1,"STRAFFORD",33017,"DOVER",3301718820,"KAMALA HARRIS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Dover Ward 6","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"DOVER",3301718820,"KAMALA HARRIS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Durham","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"DURHAM",3301719700,"KAMALA HARRIS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Farmington","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"FARMINGTON",3301726020,"KAMALA HARRIS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Lee","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",1,"STRAFFORD",33017,"LEE",3301741460,"KAMALA HARRIS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Madbury","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"MADBURY",3301744820,"KAMALA HARRIS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Middleton","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"MIDDLETON",3301747700,"KAMALA HARRIS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Milton","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",2,"STRAFFORD",33017,"MILTON",3301748660,"KAMALA HARRIS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"New Durham","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"NEW DURHAM",3301751220,"KAMALA HARRIS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Rochester Ward 1","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",1,"STRAFFORD",33017,"ROCHESTER",3301765140,"KAMALA HARRIS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Rochester Ward 2","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",1,"STRAFFORD",33017,"ROCHESTER",3301765140,"KAMALA HARRIS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Rochester Ward 3","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",1,"STRAFFORD",33017,"ROCHESTER",3301765140,"KAMALA HARRIS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Rochester Ward 4","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"ROCHESTER",3301765140,"KAMALA HARRIS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Rochester Ward 5","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",2,"STRAFFORD",33017,"ROCHESTER",3301765140,"KAMALA HARRIS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Rochester Ward 6","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"ROCHESTER",3301765140,"KAMALA HARRIS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Rollinsford","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"ROLLINSFORD",3301765540,"KAMALA HARRIS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Somersworth Ward 1","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"SOMERSWORTH",3301769940,"KAMALA HARRIS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Somersworth Ward 2","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"SOMERSWORTH",3301769940,"KAMALA HARRIS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Somersworth Ward 3","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"SOMERSWORTH",3301769940,"KAMALA HARRIS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Somersworth Ward 4","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",1,"STRAFFORD",33017,"SOMERSWORTH",3301769940,"KAMALA HARRIS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Somersworth Ward 5","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"SOMERSWORTH",3301769940,"KAMALA HARRIS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Strafford","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"STRAFFORD",3301773860,"KAMALA HARRIS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Barrington","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"BARRINGTON",3301703460,"HENRY HEWES","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Dover Ward 1","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"DOVER",3301718820,"HENRY HEWES","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Dover Ward 2","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"DOVER",3301718820,"HENRY HEWES","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Dover Ward 3","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"DOVER",3301718820,"HENRY HEWES","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Dover Ward 4","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"DOVER",3301718820,"HENRY HEWES","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Dover Ward 5","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"DOVER",3301718820,"HENRY HEWES","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Dover Ward 6","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"DOVER",3301718820,"HENRY HEWES","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Durham","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"DURHAM",3301719700,"HENRY HEWES","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Farmington","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"FARMINGTON",3301726020,"HENRY HEWES","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Lee","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"LEE",3301741460,"HENRY HEWES","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Madbury","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"MADBURY",3301744820,"HENRY HEWES","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Middleton","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"MIDDLETON",3301747700,"HENRY HEWES","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Milton","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"MILTON",3301748660,"HENRY HEWES","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"New Durham","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"NEW DURHAM",3301751220,"HENRY HEWES","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
