"precinct","office","party_detailed","party_simplified","mode","votes","county_name","county_fips","jurisdiction_name","jurisdiction_fips","candidate","district","dataverse","year","stage","state","special","writein","state_po","state_fips","state_cen","state_ic","readme_check"
"Rochester Ward 1","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"ROCHESTER",3301765140,"HENRY HEWES","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Rochester Ward 2","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"ROCHESTER",3301765140,"HENRY HEWES","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Rochester Ward 3","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"ROCHESTER",3301765140,"HENRY HEWES","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Rochester Ward 4","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",1,"STRAFFORD",33017,"ROCHESTER",3301765140,"HENRY HEWES","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Rochester Ward 5","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"ROCHESTER",3301765140,"HENRY HEWES","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Rochester Ward 6","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"ROCHESTER",3301765140,"HENRY HEWES","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Rollinsford","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"ROLLINSFORD",3301765540,"HENRY HEWES","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Somersworth Ward 1","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"SOMERSWORTH",3301769940,"HENRY HEWES","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Somersworth Ward 2","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"SOMERSWORTH",3301769940,"HENRY HEWES","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Somersworth Ward 3","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"SOMERSWORTH",3301769940,"HENRY HEWES","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Somersworth Ward 4","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"SOMERSWORTH",3301769940,"HENRY HEWES","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Somersworth Ward 5","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",1,"STRAFFORD",33017,"SOMERSWORTH",3301769940,"HENRY HEWES","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Strafford","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"STRAFFORD",3301773860,"HENRY HEWES","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Barrington","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",404,"STRAFFORD",33017,"BARRINGTON",3301703460,"AMY KLOBUCHAR","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Dover Ward 1","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",201,"STRAFFORD",33017,"DOVER",3301718820,"AMY KLOBUCHAR","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Dover Ward 2","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",215,"STRAFFORD",33017,"DOVER",3301718820,"AMY KLOBUCHAR","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Dover Ward 3","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",372,"STRAFFORD",33017,"DOVER",3301718820,"AMY KLOBUCHAR","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Dover Ward 4","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",278,"STRAFFORD",33017,"DOVER",3301718820,"AMY KLOBUCHAR","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Dover Ward 5","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",222,"STRAFFORD",33017,"DOVER",3301718820,"AMY KLOBUCHAR","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Dover Ward 6","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",174,"STRAFFORD",33017,"DOVER",3301718820,"AMY KLOBUCHAR","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Durham","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",754,"STRAFFORD",33017,"DURHAM",3301719700,"AMY KLOBUCHAR","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Farmington","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",139,"STRAFFORD",33017,"FARMINGTON",3301726020,"AMY KLOBUCHAR","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Lee","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",341,"STRAFFORD",33017,"LEE",3301741460,"AMY KLOBUCHAR","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Madbury","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",129,"STRAFFORD",33017,"MADBURY",3301744820,"AMY KLOBUCHAR","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Middleton","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",42,"STRAFFORD",33017,"MIDDLETON",3301747700,"AMY KLOBUCHAR","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Milton","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",145,"STRAFFORD",33017,"MILTON",3301748660,"AMY KLOBUCHAR","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"New Durham","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",134,"STRAFFORD",33017,"NEW DURHAM",3301751220,"AMY KLOBUCHAR","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Rochester Ward 1","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",217,"STRAFFORD",33017,"ROCHESTER",3301765140,"AMY KLOBUCHAR","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Rochester Ward 2","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",164,"STRAFFORD",33017,"ROCHESTER",3301765140,"AMY KLOBUCHAR","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Rochester Ward 3","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",145,"STRAFFORD",33017,"ROCHESTER",3301765140,"AMY KLOBUCHAR","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Rochester Ward 4","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",153,"STRAFFORD",33017,"ROCHESTER",3301765140,"AMY KLOBUCHAR","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Rochester Ward 5","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",151,"STRAFFORD",33017,"ROCHESTER",3301765140,"AMY KLOBUCHAR","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Rochester Ward 6","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",137,"STRAFFORD",33017,"ROCHESTER",3301765140,"AMY KLOBUCHAR","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Rollinsford","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",119,"STRAFFORD",33017,"ROLLINSFORD",3301765540,"AMY KLOBUCHAR","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Somersworth Ward 1","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",81,"STRAFFORD",33017,"SOMERSWORTH",3301769940,"AMY KLOBUCHAR","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Somersworth Ward 2","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",61,"STRAFFORD",33017,"SOMERSWORTH",3301769940,"AMY KLOBUCHAR","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Somersworth Ward 3","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",60,"STRAFFORD",33017,"SOMERSWORTH",3301769940,"AMY KLOBUCHAR","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Somersworth Ward 4","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",88,"STRAFFORD",33017,"SOMERSWORTH",3301769940,"AMY KLOBUCHAR","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Somersworth Ward 5","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",50,"STRAFFORD",33017,"SOMERSWORTH",3301769940,"AMY KLOBUCHAR","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Strafford","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",204,"STRAFFORD",33017,"STRAFFORD",3301773860,"AMY KLOBUCHAR","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Barrington","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"BARRINGTON",3301703460,"TOM KOOS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Dover Ward 1","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"DOVER",3301718820,"TOM KOOS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Dover Ward 2","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"DOVER",3301718820,"TOM KOOS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Dover Ward 3","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"DOVER",3301718820,"TOM KOOS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Dover Ward 4","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",1,"STRAFFORD",33017,"DOVER",3301718820,"TOM KOOS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Dover Ward 5","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",1,"STRAFFORD",33017,"DOVER",3301718820,"TOM KOOS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Dover Ward 6","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",1,"STRAFFORD",33017,"DOVER",3301718820,"TOM KOOS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Durham","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"DURHAM",3301719700,"TOM KOOS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Farmington","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",2,"STRAFFORD",33017,"FARMINGTON",3301726020,"TOM KOOS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Lee","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"LEE",3301741460,"TOM KOOS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Madbury","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"MADBURY",3301744820,"TOM KOOS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Middleton","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"MIDDLETON",3301747700,"TOM KOOS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Milton","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",1,"STRAFFORD",33017,"MILTON",3301748660,"TOM KOOS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"New Durham","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"NEW DURHAM",3301751220,"TOM KOOS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Rochester Ward 1","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"ROCHESTER",3301765140,"TOM KOOS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Rochester Ward 2","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"ROCHESTER",3301765140,"TOM KOOS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Rochester Ward 3","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",2,"STRAFFORD",33017,"ROCHESTER",3301765140,"TOM KOOS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Rochester Ward 4","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"ROCHESTER",3301765140,"TOM KOOS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Rochester Ward 5","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"ROCHESTER",3301765140,"TOM KOOS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Rochester Ward 6","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"ROCHESTER",3301765140,"TOM KOOS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Rollinsford","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",1,"STRAFFORD",33017,"ROLLINSFORD",3301765540,"TOM KOOS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Somersworth Ward 1","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"SOMERSWORTH",3301769940,"TOM KOOS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Somersworth Ward 2","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"SOMERSWORTH",3301769940,"TOM KOOS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Somersworth Ward 3","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"SOMERSWORTH",3301769940,"TOM KOOS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Somersworth Ward 4","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"SOMERSWORTH",3301769940,"TOM KOOS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Somersworth Ward 5","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"SOMERSWORTH",3301769940,"TOM KOOS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Strafford","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",1,"STRAFFORD",33017,"STRAFFORD",3301773860,"TOM KOOS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Barrington","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"BARRINGTON",3301703460,"LORENZ KRAUS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Dover Ward 1","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"DOVER",3301718820,"LORENZ KRAUS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Dover Ward 2","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"DOVER",3301718820,"LORENZ KRAUS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Dover Ward 3","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"DOVER",3301718820,"LORENZ KRAUS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Dover Ward 4","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"DOVER",3301718820,"LORENZ KRAUS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Dover Ward 5","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"DOVER",3301718820,"LORENZ KRAUS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Dover Ward 6","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"DOVER",3301718820,"LORENZ KRAUS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Durham","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"DURHAM",3301719700,"LORENZ KRAUS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Farmington","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"FARMINGTON",3301726020,"LORENZ KRAUS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Lee","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"LEE",3301741460,"LORENZ KRAUS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Madbury","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"MADBURY",3301744820,"LORENZ KRAUS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Middleton","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"MIDDLETON",3301747700,"LORENZ KRAUS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Milton","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"MILTON",3301748660,"LORENZ KRAUS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"New Durham","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"NEW DURHAM",3301751220,"LORENZ KRAUS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Rochester Ward 1","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"ROCHESTER",3301765140,"LORENZ KRAUS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Rochester Ward 2","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"ROCHESTER",3301765140,"LORENZ KRAUS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Rochester Ward 3","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"ROCHESTER",3301765140,"LORENZ KRAUS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Rochester Ward 4","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"ROCHESTER",3301765140,"LORENZ KRAUS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Rochester Ward 5","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"ROCHESTER",3301765140,"LORENZ KRAUS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Rochester Ward 6","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"ROCHESTER",3301765140,"LORENZ KRAUS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Rollinsford","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"ROLLINSFORD",3301765540,"LORENZ KRAUS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Somersworth Ward 1","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"SOMERSWORTH",3301769940,"LORENZ KRAUS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Somersworth Ward 2","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"SOMERSWORTH",3301769940,"LORENZ KRAUS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Somersworth Ward 3","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"SOMERSWORTH",3301769940,"LORENZ KRAUS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Somersworth Ward 4","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"SOMERSWORTH",3301769940,"LORENZ KRAUS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Somersworth Ward 5","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"SOMERSWORTH",3301769940,"LORENZ KRAUS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Strafford","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"STRAFFORD",3301773860,"LORENZ KRAUS","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Barrington","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"BARRINGTON",3301703460,"RITA KRICHEVSKY","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Dover Ward 1","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"DOVER",3301718820,"RITA KRICHEVSKY","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Dover Ward 2","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"DOVER",3301718820,"RITA KRICHEVSKY","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Dover Ward 3","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"DOVER",3301718820,"RITA KRICHEVSKY","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Dover Ward 4","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"DOVER",3301718820,"RITA KRICHEVSKY","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Dover Ward 5","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"DOVER",3301718820,"RITA KRICHEVSKY","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Dover Ward 6","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"DOVER",3301718820,"RITA KRICHEVSKY","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Durham","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",1,"STRAFFORD",33017,"DURHAM",3301719700,"RITA KRICHEVSKY","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Farmington","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",1,"STRAFFORD",33017,"FARMINGTON",3301726020,"RITA KRICHEVSKY","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Lee","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"LEE",3301741460,"RITA KRICHEVSKY","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Madbury","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"MADBURY",3301744820,"RITA KRICHEVSKY","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Middleton","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"MIDDLETON",3301747700,"RITA KRICHEVSKY","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Milton","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"MILTON",3301748660,"RITA KRICHEVSKY","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"New Durham","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"NEW DURHAM",3301751220,"RITA KRICHEVSKY","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Rochester Ward 1","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"ROCHESTER",3301765140,"RITA KRICHEVSKY","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Rochester Ward 2","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"STRAFFORD",33017,"ROCHESTER",3301765140,"RITA KRICHEVSKY","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
